,STATION,DATE,TAVG,TMIN,TMAX,AWND,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,bad_conditions,rating
902,USW00014765,2007-06-22,,58,74,12.53,28.0,,,,,,,,,,,,,,,1.0,,,,,,1,bad
903,USW00014765,2007-06-23,,54,73,11.41,21.0,,,,,,,,,,,,,,,,,,,,,0,good
904,USW00014765,2007-06-24,,51,80,7.38,17.0,,,,,,,,,,,,,,,,,,,,,0,good
905,USW00014765,2007-06-25,,62,88,9.62,21.0,1.0,,,,,,,,,,,1.0,,,,,,,,,2,bad
906,USW00014765,2007-06-26,,64,95,7.83,17.9,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,3,bad
907,USW00014765,2007-06-27,,72,95,10.74,21.9,,,,,,,,1.0,,,,,,,,,,,,,1,bad
908,USW00014765,2007-06-28,,72,92,7.61,17.9,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,,,4,bad
909,USW00014765,2007-06-29,,61,74,9.4,17.0,,,,,,,,1.0,,,,,,,,,,,,,1,bad
910,USW00014765,2007-06-30,,61,81,7.16,17.9,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
911,USW00014765,2007-07-01,,59,75,9.62,17.9,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
912,USW00014765,2007-07-02,,54,76,8.5,23.0,,,,,,,,,,,,,,,1.0,,,,,,1,bad
913,USW00014765,2007-07-03,,54,79,6.93,15.0,,,,,,,,,,,,,,,,,,,,,0,good
914,USW00014765,2007-07-04,,57,77,10.51,21.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
915,USW00014765,2007-07-05,,64,81,10.74,19.9,1.0,,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,,5,worse
916,USW00014765,2007-07-06,,66,85,6.93,21.9,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,5,worse
917,USW00014765,2007-07-07,,63,84,7.61,17.9,,,,,,,,,,,,,,,,,,,,,0,good
918,USW00014765,2007-07-08,,65,91,8.95,23.0,,,,,,,,,,,,,,,1.0,,,,,,1,bad
919,USW00014765,2007-07-09,,66,81,7.61,19.9,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,3,bad
920,USW00014765,2007-07-10,,66,86,7.38,17.9,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,5,worse
921,USW00014765,2007-07-11,,72,81,8.5,17.9,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
922,USW00014765,2007-07-12,,65,84,8.72,17.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
923,USW00014765,2007-07-13,,59,87,8.95,21.9,,,,,,,,,,,,,,,,,,,,,0,good
924,USW00014765,2007-07-14,,63,86,8.72,21.0,1.0,,,,,,,,,,,1.0,,,,,,,,,2,bad
925,USW00014765,2007-07-15,,67,88,11.63,30.0,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,4,bad
926,USW00014765,2007-07-16,,67,85,4.7,10.1,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
927,USW00014765,2007-07-17,,63,86,4.92,13.0,,,,,,,,,,,,,,,,,,,,,0,good
928,USW00014765,2007-07-18,,65,73,5.82,14.1,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,5,worse
929,USW00014765,2007-07-19,,69,83,7.16,17.9,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,5,worse
930,USW00014765,2007-07-20,,65,84,10.51,19.9,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,5,worse
931,USW00014765,2007-07-21,,62,81,7.83,17.9,,,,,,,,,,,,,,,,,,,,,0,good
932,USW00014765,2007-07-22,,64,82,10.74,19.9,,,,,,,,,,,,,,,,,,,,,0,good
933,USW00014765,2007-07-23,,63,71,11.63,19.9,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
934,USW00014765,2007-07-24,,64,84,8.5,17.9,1.0,,,,,,,,,,,,,,,,,,,,1,bad
935,USW00014765,2007-07-25,,65,87,6.93,15.0,,,,,,,,,,,,,,,,,,,,,0,good
936,USW00014765,2007-07-26,,62,85,8.05,16.1,,,,,,,,,,,,,,,,,,,,,0,good
937,USW00014765,2007-07-27,,70,87,8.05,17.0,,,,,,,,,,,,,,,,,,,,,0,good
938,USW00014765,2007-07-28,,73,86,8.28,16.1,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,4,bad
939,USW00014765,2007-07-29,,72,85,4.03,13.0,1.0,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,,5,worse
940,USW00014765,2007-07-30,,69,84,4.47,21.0,1.0,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,,5,worse
941,USW00014765,2007-07-31,,69,87,5.14,14.1,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,3,bad
942,USW00014765,2007-08-01,,68,89,5.82,15.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,3,bad
943,USW00014765,2007-08-02,,67,93,6.49,15.0,,,,,,,,1.0,,,,,,,,,,,,,1,bad
944,USW00014765,2007-08-03,,71,93,8.5,19.9,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,3,bad
945,USW00014765,2007-08-04,,73,92,8.28,16.1,,,,,,,,1.0,,,,,,,,,,,,,1,bad
946,USW00014765,2007-08-05,,67,84,9.17,17.0,,,,,,,,,,,,,,,,,,,,,0,good
947,USW00014765,2007-08-06,,66,82,9.62,25.1,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,4,bad
948,USW00014765,2007-08-07,,71,86,6.26,14.1,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,5,worse
949,USW00014765,2007-08-08,,72,91,10.29,23.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,,6,worse
950,USW00014765,2007-08-09,,66,80,8.72,17.9,,,,,,,,,,,,,,,,,,,,,0,good
951,USW00014765,2007-08-10,,54,67,8.28,17.9,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,4,bad
952,USW00014765,2007-08-11,,54,83,6.49,14.1,,,,,,,,,,,,,,,,,,,,,0,good
953,USW00014765,2007-08-12,,64,87,4.92,12.1,,,,,,,,,,,,,,,,,,,,,0,good
954,USW00014765,2007-08-13,,67,87,6.71,25.1,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,4,bad
955,USW00014765,2007-08-14,,57,81,7.61,16.1,,,,,,,,,,,,,,,,,,,,,0,good
956,USW00014765,2007-08-15,,58,83,9.17,21.0,1.0,,,,,,,,,,,1.0,,,,,,,,,2,bad
957,USW00014765,2007-08-16,,67,85,7.61,17.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,3,bad
958,USW00014765,2007-08-17,,64,80,6.93,23.0,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,4,bad
959,USW00014765,2007-08-18,,57,76,12.53,23.9,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,4,bad
960,USW00014765,2007-08-19,,51,75,5.14,14.1,,,,,,,,,,,,,,,,,,,,,0,good
961,USW00014765,2007-08-20,,56,75,6.93,13.0,,,,,,,,,,,,,,,1.0,,,,,,1,bad
962,USW00014765,2007-08-21,,56,69,6.71,14.1,,,,,,,,,,,,,,,1.0,,,,,,1,bad
963,USW00014765,2007-08-22,,59,75,7.61,15.0,,,,,,,,,,,,,,,,,,,,,0,good
964,USW00014765,2007-08-23,,63,76,6.26,13.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
965,USW00014765,2007-08-24,,67,88,9.84,17.0,1.0,,,,,,,,,,,1.0,,,,,,,,,2,bad
966,USW00014765,2007-08-25,,70,92,8.72,21.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,3,bad
967,USW00014765,2007-08-26,,70,87,6.26,14.1,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,4,bad
968,USW00014765,2007-08-27,,65,84,7.61,15.0,,,,,,,,,,,,,,,,,,,,,0,good
969,USW00014765,2007-08-28,,61,85,5.14,16.1,,,,,,,,,,,,,,,,,,,,,0,good
970,USW00014765,2007-08-29,,58,83,6.49,15.0,,,,,,,,,,,,,,,,,,,,,0,good
971,USW00014765,2007-08-30,,60,85,6.04,17.9,,,,,,,,,,,,,,,,,,,,,0,good
972,USW00014765,2007-08-31,,61,86,7.61,21.9,,,,,,,,,,,,,,,,,,,,,0,good
973,USW00014765,2007-09-01,,62,81,10.51,19.9,,,,,,,,,,,,,,,,,,,,,0,good
974,USW00014765,2007-09-02,,55,77,7.83,16.1,,,,,,,,,,,,,,,,,,,,,0,good
975,USW00014765,2007-09-03,,58,84,11.86,21.0,,,,,,,,,,,,,,,,,,,,,0,good
976,USW00014765,2007-09-04,,61,85,8.05,17.0,,,,,,,,1.0,,,,,,,,,,,,,1,bad
977,USW00014765,2007-09-05,,52,80,6.04,17.9,,,,,,,,,,,,,,,,,,,,,0,good
978,USW00014765,2007-09-06,,56,74,8.5,21.0,,,,,,,,,,,,,,,,,,,,,0,good
979,USW00014765,2007-09-07,,65,89,10.29,19.9,,,,,,,,,,,,,,,,,,,,,0,good
980,USW00014765,2007-09-08,,69,92,10.51,19.9,,,,,,,,,,,,,,,,,,,,,0,good
981,USW00014765,2007-09-09,,62,80,7.38,14.1,,,,,,,,,,,,,,,1.0,,,,,,1,bad
982,USW00014765,2007-09-10,,61,72,5.82,14.1,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
983,USW00014765,2007-09-11,,63,74,7.38,21.0,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,5,worse
984,USW00014765,2007-09-12,,56,76,10.29,23.0,1.0,,,,,,,1.0,,,,,,,,,,,,,2,bad
985,USW00014765,2007-09-13,,52,74,4.25,12.1,,,,,,,,1.0,,,,,,,,,,,,,1,bad
986,USW00014765,2007-09-14,,53,74,7.61,17.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,3,bad
987,USW00014765,2007-09-15,,53,68,7.38,23.9,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
988,USW00014765,2007-09-16,,48,67,5.82,14.1,,,,,,,,,,,,,,,,,,,,,0,good
989,USW00014765,2007-09-17,,47,68,6.93,16.1,,,,,,,,,,,,,,,,,,,,,0,good
990,USW00014765,2007-09-18,,45,70,7.38,15.0,,,,,,,,,,,,,,,,,,,,,0,good
991,USW00014765,2007-09-19,,48,69,4.7,10.1,1.0,,,,,,,,,,,1.0,,,,,,,,,2,bad
992,USW00014765,2007-09-20,,57,81,6.26,15.0,1.0,,,,,,,,,,,1.0,,,,,,,,,2,bad
993,USW00014765,2007-09-21,,58,80,5.14,12.1,1.0,,,,,,,,,,,1.0,,,,,,,,,2,bad
994,USW00014765,2007-09-22,,62,79,7.61,16.1,1.0,,,,,,,,,,,1.0,,,,,,,,,2,bad
995,USW00014765,2007-09-23,,62,80,8.05,15.0,,,,,,,,,,,,,,,,,,,,,0,good
996,USW00014765,2007-09-24,,53,81,6.71,15.0,,,,,,,,,,,,,,,,,,,,,0,good
997,USW00014765,2007-09-25,,57,86,9.62,19.9,,,,,,,,,,,,,,,,,,,,,0,good
998,USW00014765,2007-09-26,,67,89,9.17,17.9,,,,,,,,1.0,,,,,,,,,,,,,1,bad
999,USW00014765,2007-09-27,,65,81,7.83,17.0,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,5,worse
1000,USW00014765,2007-09-28,,61,80,8.5,17.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
1001,USW00014765,2007-09-29,,54,76,10.29,23.0,,,,,,,,,,,,,,,,,,,,,0,good
1002,USW00014765,2007-09-30,,51,70,6.26,13.0,,,,,,,,,,,,,,,,,,,,,0,good
1003,USW00014765,2007-10-01,,47,66,3.36,12.1,,,,,,,,,,,,,,,,,,,,,0,good
1004,USW00014765,2007-10-02,,47,73,4.92,13.0,,,,,,,,,,,,,,,,,,,,,0,good
1005,USW00014765,2007-10-03,,64,72,5.82,12.1,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,5,worse
1006,USW00014765,2007-10-04,,64,82,6.04,13.0,1.0,1.0,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,6,worse
1007,USW00014765,2007-10-05,,61,83,5.14,13.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,4,bad
1008,USW00014765,2007-10-06,,63,84,7.16,13.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,3,bad
1009,USW00014765,2007-10-07,,53,73,7.16,19.9,,,,,,,,,,,,,,,1.0,,,,,,1,bad
1010,USW00014765,2007-10-08,,53,75,5.82,14.1,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
1011,USW00014765,2007-10-09,,54,65,9.62,17.9,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
1012,USW00014765,2007-10-10,,55,60,6.49,10.1,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
1013,USW00014765,2007-10-11,,58,63,9.62,17.0,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,5,worse
1014,USW00014765,2007-10-12,,42,63,9.84,25.9,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
1015,USW00014765,2007-10-13,,38,62,6.93,15.0,,,,,,,,,,,,,,,,,,,,,0,good
1016,USW00014765,2007-10-14,,43,63,8.72,21.9,,,,,,,,,,,,,,,,,,,,,0,good
1017,USW00014765,2007-10-15,,39,65,7.61,17.9,,,,,,,,,,,,,,,,,,,,,0,good
1018,USW00014765,2007-10-16,,45,66,6.26,17.0,,,,,,,,,,,,,,,,,,,,,0,good
1019,USW00014765,2007-10-17,,40,70,4.47,13.0,1.0,,,,,,,,,,,1.0,,,,,,,,,2,bad
1020,USW00014765,2007-10-18,,62,77,6.04,13.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,3,bad
1021,USW00014765,2007-10-19,,64,71,12.08,28.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
1022,USW00014765,2007-10-20,,53,73,8.28,29.1,1.0,,,,,,,,,,,,,,1.0,,,,,,2,bad
1023,USW00014765,2007-10-21,,51,75,8.05,14.1,,,,,,,,,,,,,,,,,,,,,0,good
1024,USW00014765,2007-10-22,,53,81,9.17,17.9,,,,,,,,,,,,,,,,,,,,,0,good
1025,USW00014765,2007-10-23,,62,77,16.11,30.0,,,,,,,,,,,,,,,,,,,,,0,good
1026,USW00014765,2007-10-24,,54,72,7.16,15.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
1027,USW00014765,2007-10-25,,42,57,9.17,16.1,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
1028,USW00014765,2007-10-26,,41,62,7.61,14.1,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
1029,USW00014765,2007-10-27,,54,71,9.4,23.9,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
1030,USW00014765,2007-10-28,,41,59,10.51,23.0,,,,,,,,,,,,,,,,,,,,,0,good
1031,USW00014765,2007-10-29,,34,52,5.37,13.0,,,,,,,,,,,,,,,,,,,,,0,good
1032,USW00014765,2007-10-30,,36,63,5.82,14.1,,,,,,,,,,,,,,,,,,,,,0,good
1033,USW00014765,2007-10-31,,39,66,7.83,19.9,1.0,,,,,,,,,,,1.0,,,,,,,,,2,bad
1034,USW00014765,2007-11-01,,47,69,11.63,23.0,,,,,,,,,,,,,,,,,,,,,0,good
1035,USW00014765,2007-11-02,,41,54,10.29,21.0,,,,,,,,,,,,,,,,,,,,,0,good
1036,USW00014765,2007-11-03,,44,49,20.36,36.9,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
1037,USW00014765,2007-11-04,,40,58,6.71,17.0,,,,,,,,,,,,,,,,,,,,,0,good
1038,USW00014765,2007-11-05,,36,56,5.14,16.1,,,,,,,,,,,,,,,,,,,,,0,good
1039,USW00014765,2007-11-06,,37,57,9.62,21.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
1040,USW00014765,2007-11-07,,35,51,10.29,21.0,,,,,,,,,,,,,,,,,,,,,0,good
1041,USW00014765,2007-11-08,,27,46,4.47,12.1,,,,,,,,,,,,,,,,,,,,,0,good
1042,USW00014765,2007-11-09,,33,48,7.38,14.1,,,,,,,,,,,,,,,,,,,,,0,good
1043,USW00014765,2007-11-10,,32,43,12.97,23.0,,,,,,,,,,,,,,,1.0,,,,,,1,bad
1044,USW00014765,2007-11-11,,27,46,6.49,16.1,,,,,,,,,,,,,,,,,,,,,0,good
1045,USW00014765,2007-11-12,,26,48,3.8,10.1,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
1046,USW00014765,2007-11-13,,36,60,7.61,17.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
1047,USW00014765,2007-11-14,,32,59,7.83,21.9,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
1048,USW00014765,2007-11-15,,43,65,11.86,28.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
1049,USW00014765,2007-11-16,,33,49,14.76,25.1,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
1050,USW00014765,2007-11-17,,31,44,8.28,19.9,,,,,,,,,,,,,,,,,,,,,0,good
1051,USW00014765,2007-11-18,,32,46,6.93,13.0,,,,,,,,,,,,,,,,,,,,,0,good
1052,USW00014765,2007-11-19,,32,44,10.96,17.9,,,,,,,,,,,,,,,,,,,,,0,good
1053,USW00014765,2007-11-20,,26,44,2.46,8.9,1.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,5,worse
1054,USW00014765,2007-11-21,,35,52,2.91,8.9,1.0,,,,,,,,,,,1.0,,,,,,,,,2,bad
1055,USW00014765,2007-11-22,,41,67,9.84,23.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
1056,USW00014765,2007-11-23,,28,41,12.08,21.0,,,,,,,,,,,,,,,,,,,,,0,good
1057,USW00014765,2007-11-24,,21,36,5.82,13.0,,,,,,,,,,,,,,,,,,,,,0,good
1058,USW00014765,2007-11-25,,26,51,7.16,16.1,,,,,,,,,,,,,,,,,,,,,0,good
1059,USW00014765,2007-11-26,,38,61,7.61,23.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
1060,USW00014765,2007-11-27,,35,63,12.53,32.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
1061,USW00014765,2007-11-28,,34,46,7.83,23.9,,,,,,,,,,,,,,,,,,,,,0,good
1062,USW00014765,2007-11-29,,36,52,9.62,23.9,,,,,,,,,,,,,,,1.0,,,,,,1,bad
1063,USW00014765,2007-11-30,,32,42,9.84,19.9,,,,,,,,,,,,,,,,,,,,,0,good
1064,USW00014765,2007-12-01,,20,40,15.21,31.1,,,,,,,,,,,,,,,,,,,,,0,good
1065,USW00014765,2007-12-02,,20,28,5.14,14.1,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,,4,bad
1066,USW00014765,2007-12-03,,27,39,10.74,23.9,1.0,,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,,,6,worse
1067,USW00014765,2007-12-04,,23,32,15.66,31.1,1.0,,,,,,,,,,,,,,,,1.0,,,,2,bad
1068,USW00014765,2007-12-05,,22,33,8.05,14.1,,,,,,,,,,,,,,,,,,,,,0,good
1069,USW00014765,2007-12-06,,20,33,8.05,16.1,,,,,,,,,,,,,,,,,,,,,0,good
1070,USW00014765,2007-12-07,,19,38,2.91,12.1,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,4,bad
1071,USW00014765,2007-12-08,,29,44,7.83,16.1,,,,,,,,1.0,,,,,,,,,,,,,1,bad
1072,USW00014765,2007-12-09,,28,36,3.58,8.1,1.0,,,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,5,worse
1073,USW00014765,2007-12-10,,27,34,6.49,12.1,1.0,,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,,6,worse
1074,USW00014765,2007-12-11,,22,45,4.25,14.1,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
1075,USW00014765,2007-12-12,,31,52,11.63,25.1,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
1076,USW00014765,2007-12-13,,23,32,8.05,17.0,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,1.0,5,worse
1077,USW00014765,2007-12-14,,26,42,6.26,14.1,1.0,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,,7,worse
1078,USW00014765,2007-12-15,,22,33,9.84,17.0,,,,,,,,,,,,,,,,,,,,,0,good
1079,USW00014765,2007-12-16,,22,39,14.99,29.1,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,,,7,worse
1080,USW00014765,2007-12-17,,20,36,16.11,29.1,,,,,,,,,,,,,,,,,1.0,,,,1,bad
1081,USW00014765,2007-12-18,,11,35,4.03,14.1,,,,,,,,,,,,,,,,,,,,,0,good
1082,USW00014765,2007-12-19,,19,38,3.58,12.1,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
1083,USW00014765,2007-12-20,,31,36,10.07,17.9,1.0,,,,,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,,6,worse
1084,USW00014765,2007-12-21,,27,31,12.08,17.9,1.0,,,,,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,,6,worse
1085,USW00014765,2007-12-22,,28,38,6.71,12.1,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,3,bad
1086,USW00014765,2007-12-23,,33,57,10.29,40.9,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,4,bad
1087,USW00014765,2007-12-24,,35,57,12.3,29.1,,,,,,,,,,,,,,,1.0,,,,,,1,bad
1088,USW00014765,2007-12-25,,27,43,7.61,17.9,,,,,,,,,,,,,,,,,,,,,0,good
1089,USW00014765,2007-12-26,,23,40,5.82,17.0,,,,1.0,,,,,,,,,,,1.0,,,,,,2,bad
1090,USW00014765,2007-12-27,,35,41,10.29,19.9,1.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,5,worse
1091,USW00014765,2007-12-28,,33,48,5.14,16.1,1.0,,,,,,,,,,,1.0,,,,,,,,,2,bad
1092,USW00014765,2007-12-29,,33,53,8.05,17.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
1093,USW00014765,2007-12-30,,27,43,5.14,10.1,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,4,bad
1094,USW00014765,2007-12-31,,26,44,10.74,25.9,1.0,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,5,worse
1095,USW00014765,2008-01-01,,23,44,6.26,17.9,1.0,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,5,worse
1096,USW00014765,2008-01-02,,13,34,12.3,23.0,,,,,,,,,,,,,,,,,1.0,,,,1,bad
1097,USW00014765,2008-01-03,,8,17,12.97,23.9,,,,,,,,,,,,,,,,,,,,,0,good
1098,USW00014765,2008-01-04,,7,36,8.5,19.9,,,,,,,,,,,,,,,,,,,,,0,good
1099,USW00014765,2008-01-05,,21,42,6.04,13.0,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,3,bad
1100,USW00014765,2008-01-06,,36,49,5.82,13.0,,,,,,,,,,,,,,,,,,,,,0,good
1101,USW00014765,2008-01-07,,34,59,5.14,12.1,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,3,bad
1102,USW00014765,2008-01-08,,39,66,7.38,15.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,3,bad
1103,USW00014765,2008-01-09,,39,59,14.32,31.1,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
1104,USW00014765,2008-01-10,,34,49,7.61,17.0,,,,,,,,,,,,,1.0,,1.0,,,,,,2,bad
1105,USW00014765,2008-01-11,,37,58,8.5,31.1,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,,6,worse
1106,USW00014765,2008-01-12,,33,52,6.04,14.1,1.0,,,,,,,,,,,,,,,,,,,,1,bad
1107,USW00014765,2008-01-13,,29,48,8.05,16.1,,,,,,,,,,,,,,,,,,,,,0,good
1108,USW00014765,2008-01-14,,30,39,10.96,21.0,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,6,worse
1109,USW00014765,2008-01-15,,26,39,5.82,17.9,1.0,,,,,,,,,,,,,,,,1.0,,,,2,bad
1110,USW00014765,2008-01-16,,24,35,10.96,19.9,,,,,,,,,,,,,,,,,,,,,0,good
1111,USW00014765,2008-01-17,,19,37,3.36,16.1,,,,,,,,,,,,,,,1.0,,,,,,1,bad
1112,USW00014765,2008-01-18,,33,49,8.05,21.9,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,4,bad
1113,USW00014765,2008-01-19,,28,37,6.71,15.0,,,,,,,,,,,,,,,,,,,,,0,good
1114,USW00014765,2008-01-20,,17,34,11.41,21.0,,,,,,,,,,,,,,,,,1.0,,,,1,bad
1115,USW00014765,2008-01-21,,14,26,8.5,17.9,,,,,,,,,,,,,,,,,,,,,0,good
1116,USW00014765,2008-01-22,,16,40,9.17,28.0,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,4,bad
1117,USW00014765,2008-01-23,,26,39,8.5,16.1,,,,,,,,,,,,,,,,,,,,,0,good
1118,USW00014765,2008-01-24,,18,33,4.92,21.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,3,bad
1119,USW00014765,2008-01-25,,16,32,10.07,19.9,,,,,,,,,,,,,,,,,,,,,0,good
1120,USW00014765,2008-01-26,,22,33,5.14,10.1,,,,,,,,,,,,,,,,,,,,,0,good
1121,USW00014765,2008-01-27,,24,33,15.43,33.1,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,3,bad
1122,USW00014765,2008-01-28,,23,44,14.76,29.1,,,,,,,,,,,,,,,,,,,,,0,good
1123,USW00014765,2008-01-29,,24,45,4.92,10.1,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
1124,USW00014765,2008-01-30,,30,49,12.53,32.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,3,bad
1125,USW00014765,2008-01-31,,24,38,5.37,14.1,,,,,,,,,,,,,,,,,,,,,0,good
1126,USW00014765,2008-02-01,,24,53,9.84,29.1,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,5,worse
1127,USW00014765,2008-02-02,,33,49,11.63,30.0,,,,,,,,,,,,,,,,,,,,,0,good
1128,USW00014765,2008-02-03,,30,48,5.59,14.1,,,,,,,,,,,,,,,,,,,,,0,good
1129,USW00014765,2008-02-04,,28,39,2.01,8.1,1.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,5,worse
1130,USW00014765,2008-02-05,,37,52,6.04,17.0,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,5,worse
1131,USW00014765,2008-02-06,,38,48,5.37,17.9,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,4,bad
1132,USW00014765,2008-02-07,,31,38,10.29,19.9,1.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,5,worse
1133,USW00014765,2008-02-08,,29,34,6.04,10.1,1.0,,,,,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,,6,worse
1134,USW00014765,2008-02-09,,22,38,4.92,14.1,1.0,,,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,,,,6,worse
